id,date,time,timezone,user_id,username,tweet,replies,retweets,likes,location,hashtags,link,retweet,user_rt,mentions
1007277158031556608,2018-06-14,12:02:43,-03,121156279,ssgovforum,#Samsung commits to 100% #cleanenergy by 2020 for #USA #Europe #China---#energy #E3 #climatechange #ClimateSummit #Electronic #Mobility #GlobalGoals #GlobalWarming #globalhealth #telehealth #Healthcare #WorldCup2026  https://www.telecompaper.com/news/samsung-commits-to-100-clean-energy-by-2020-for-us-europe-china--1248529#.WyKC5rejo7I.twitter …,0,0,0,,"#Samsung,#cleanenergy,#USA,#Europe,#China,#energy,#E3,#climatechange,#ClimateSummit,#Electronic,#Mobility,#GlobalGoals,#GlobalWarming,#globalhealth,#telehealth,#Healthcare,#WorldCup2026",https://twitter.com/ssgovforum/status/1007277158031556608,,None,
1007276840036327424,2018-06-14,12:01:27,-03,1596471126,Transparent_NRG,"@VermontCoffeeCompany has announced that its <Emoji: Hot beverage> roasting facility in Middlebury, Vermont is now powered by 100% renewable energy!...#Deregulation #CleanEnergy #RenewableEnergy #SolarPower #SolarEnergy #AlternativeEnergy #Sustainability #Sustainab…  https://ift.tt/2sShOCz  pic.twitter.com/98O9ijXNAN",0,0,0,,"#Deregulation,#CleanEnergy,#RenewableEnergy,#SolarPower,#SolarEnergy,#AlternativeEnergy,#Sustainability,#Sustainab",https://twitter.com/Transparent_NRG/status/1007276840036327424,,None,
1007276787309645824,2018-06-14,12:01:15,-03,20167812,jon_bartley,"I’m with @frackfreelancs saying no to an industry which is:<Emoji: Cross mark> Dirty <Emoji: Cross mark> Dangerous<Emoji: Cross mark> UnnecessaryThe Govt must keep fossil fuels in the ground and invest in clean, renewable energy for the future <Emoji: Dash symbol><Emoji: Sun with rays><Emoji: Water wave>  pic.twitter.com/QRKoTxmQiG",1,6,12,,,https://twitter.com/jon_bartley/status/1007276787309645824,,None,frackfreelancs
1007276699950690310,2018-06-14,12:00:54,-03,817513696754679808,stabsangsters1,"The Nutraphase™ Clean MCT Oil Powder . Boost your metabolism and regulate your blood glucose levels. No artificial colours, flavours, or sweeteners. A great way to boost mental alertness and get a dose of energy to start your day.#stalbertsangsters https://www.facebook.com/stalbertsangsters … pic.twitter.com/1QLZilKA6z",0,0,0,,#stalbertsangsters,https://twitter.com/stabsangsters1/status/1007276699950690310,,None,
1007276675665727488,2018-06-14,12:00:48,-03,991328935358197766,lastmileICT,If you need any #lastmileICT hardware or software for your clean energy intervention chat to @Vij_scene at #ashden18 #ashdenawards tonight https://twitter.com/lastmileict/status/1007266467484749825 …,0,0,0,,"#lastmileICT,#ashden18,#ashdenawards",https://twitter.com/lastmileICT/status/1007276675665727488,,None,Vij_scene
1007276611006279681,2018-06-14,12:00:33,-03,1543768212,CABAUS,"With the #Massachusetts bond bill passing in the House yesterday, the state is one step closer to securing funds for #climateresiliency, clean energy, and conservation. #mapoliYou can check out our previous coverage of the bill in March: https://cabaus.org/2018/03/20/unpacking-bakers-1-4-billion-bond-bill/ …",0,0,0,,"#Massachusetts,#climateresiliency,#mapoliYou",https://twitter.com/CABAUS/status/1007276611006279681,,None,
1007276523030827011,2018-06-14,12:00:12,-03,1007276255526510592,TestAcc77030208,"Investments in energy storage help to maximize the value of new clean energy generation and reduce costs to consumers during peak energy usage. To that end, the bill tasks DOER to consider setting appropriate targets for distribution companies to procure cost-effective energy  pic.twitter.com/eiEtLKc3dU",0,0,0,,,https://twitter.com/TestAcc77030208/status/1007276523030827011,,None,
1007276476834689024,2018-06-14,12:00:01,-03,366643144,Sam_Mitchiner,"As battery costs decline, researchers say localized portfolios of clean energy could challenge gas plant investments  https://lnkd.in/et4tbXq ",0,0,0,,,https://twitter.com/Sam_Mitchiner/status/1007276476834689024,,None,
1007276381699338240,2018-06-14,11:59:38,-03,214302064,CharValleyPatch,"Gov. Wolf Signs 5 New Laws, Including Clean Energy Bill  http://dlvr.it/QXHYn6  pic.twitter.com/1joHt3T4f4",0,0,0,,,https://twitter.com/CharValleyPatch/status/1007276381699338240,,None,
1007275864185135105,2018-06-14,11:57:34,-03,1058710904,E2EJobs,"Join the Clean Energy Fuels team! See our latest #job opening here:  http://bit.ly/2Lt91OZ  #BusinessMgmt #LongBeach, CA #Hiring",0,0,0,,"#job,#BusinessMgmt,#LongBeach,#Hiring",https://twitter.com/E2EJobs/status/1007275864185135105,,None,
1007275618201939969,2018-06-14,11:56:36,-03,991719551426551811,shedelectric,@CircularEcologyClean energy solution:  https://www.youtube.com/watch?v=5Rfe4BFiVNA …,0,0,0,,,https://twitter.com/shedelectric/status/1007275618201939969,,None,CircularEcology
1007275523737866244,2018-06-14,11:56:13,-03,731164510489313280,GCCThinkActTank,"""Keep close to nature´s heart and break clear away. Wash your spirit clean"". ~John Muir  http://bit.ly/NATURE888  #climatechange #climateaction#environment#energy  pic.twitter.com/vcOA0g2oYZ",0,2,1,,"#climatechange,#climateaction,#environment,#energy",https://twitter.com/GCCThinkActTank/status/1007275523737866244,,None,
1007275481652056064,2018-06-14,11:56:03,-03,161697637,CanonMacPatch,"Gov. Wolf Signs 5 New Laws, Including Clean Energy Bill  http://dlvr.it/QXHXZh  pic.twitter.com/rdNiUsxpCs",0,0,0,,,https://twitter.com/CanonMacPatch/status/1007275481652056064,,None,
1007275391579549697,2018-06-14,11:55:42,-03,104198706,GovernorVA,Today I'm joining fellow coastal governors to call on Congress to reject legislation that makes states pay up to get out of plans to extend offshore drilling off our shores. Let's work together to promote clean energy and the jobs that come with it.  https://bit.ly/2yaDbE5 ,1,14,30,,,https://twitter.com/GovernorVA/status/1007275391579549697,,None,
1007275276827439104,2018-06-14,11:55:14,-03,992873941025808384,planetpi_,@MakeUseOf Get it free: Free: Arcadia Power Clean Energy Membership  https://deals.makeuseof.com/sales/free-arcadia-power-clean-energy-membership?rid=5530838 … via @makeuseof,0,0,0,,,https://twitter.com/planetpi_/status/1007275276827439104,,None,MakeUseOf
1007275156346146816,2018-06-14,11:54:46,-03,23625211,VentureFizz,"@REsurety focuses on enabling more profitable clean energy through better risk management by using big data, financial engineering, and physical science. Check out their #BIZZpage for the latest job openings! http://bit.ly/2JEyWGc ",0,0,0,,#BIZZpage,https://twitter.com/VentureFizz/status/1007275156346146816,,None,REsurety
1007275077266636802,2018-06-14,11:54:27,-03,987347144,Energy_Leaders,"Check out this awesome profile on our co-founder @jackie_weidman and @Energy_Leaders. Thanks, @CleanChoice! #CELI #Cleanenergy #leadership https://twitter.com/CleanChoice/status/1007238769681092608 …",0,0,1,,"#CELI,#Cleanenergy,#leadership",https://twitter.com/Energy_Leaders/status/1007275077266636802,,None,"jackie_weidman,Energy_Leaders,CleanChoice"
1007274698646982657,2018-06-14,11:52:57,-03,31206441,dansim8,@RichardReichle Same goes for clean energy. The tech is there yet we’re still using oil and killing the planet. These two things are the biggest crimes in the history of mankind.,0,0,0,,,https://twitter.com/dansim8/status/1007274698646982657,,None,RichardReichle
1007274689490833411,2018-06-14,11:52:54,-03,1007268452715950083,TheNextPreside7,"50. Many factors influence faith in our nation, including issues such as the environment, education, gun policy, health care, mental health care, taxes, clean energy, immigration policy, taxes, the economy, religion, crime, etc…  All of which will be covered in tweets to come --",0,0,0,,,https://twitter.com/TheNextPreside7/status/1007274689490833411,,None,
1007274668267659264,2018-06-14,11:52:49,-03,989128267,offshorewindus,"""It's a huge day for Connecticut and its efforts to promote clean energy"" -Deepwater Wind CEO, Jeffrey Grybowski.@DeepwaterWind has been selected to develop the 200 megawatts of offshore wind in Connecticut. Learn more:  https://www.theday.com/local-news/20180613/connecticut-taps-deepwater-wind-for-offshore-project …#offshorewind #cleanenergy",0,0,0,,"#offshorewind,#cleanenergy",https://twitter.com/offshorewindus/status/1007274668267659264,,None,DeepwaterWind
1007274461240942594,2018-06-14,11:52:00,-03,81852451,_iiReal,"@KBouhairie He has been slowing down since the Brook fight. Age, Free of Peds, High energy style...he is slowing down at the normal rate clean fighters do.",0,0,0,,,https://twitter.com/_iiReal/status/1007274461240942594,,None,KBouhairie
1007274294743851008,2018-06-14,11:51:20,-03,92555819,Building_Clean,#PA is implementing a commercial #PACE program to help finance efficiency and clean energy installations. Read more about it:  http://mychesco.com/a/news/pennsylvania/governor-wolf-signs-new-legislation-to-support-low-cost-clean-energy-technology-in-pennsylvania/ … pic.twitter.com/4FNjasWdHq,0,0,0,,"#PA,#PACE",https://twitter.com/Building_Clean/status/1007274294743851008,,None,
1007274207468773378,2018-06-14,11:50:59,-03,957923226,dmanderso,"@theJagmeetSingh @PnPCBC @dschartrand @jopebrooks Didn't listen did you. He's not against energy industry, he's in favour of clean, renewable energy. He's not against blue collar workers. They also work in the clean energy industries by the thousands. He believes jobs in oil/gas can be converted to clean energy jobs.",0,0,0,,,https://twitter.com/dmanderso/status/1007274207468773378,,None,"jopebrooks,dschartrand,PnPCBC,theJagmeetSingh"
1007274142758916096,2018-06-14,11:50:44,-03,988925184,TheTwinPowers,"We bath regularly to clean our bodies, our energy field needs regular cleaning too.  http://thetwinpowers.com/en/auric-hygeine-maintaining-our-energy-field … #balance #mindful #aura #growth#InspireThemRetweetTuesday pic.twitter.com/QDGxD2Un6m",0,0,1,,"#balance,#mindful,#aura,#growth,#InspireThemRetweetTuesday",https://twitter.com/TheTwinPowers/status/1007274142758916096,,None,
1007273945307975681,2018-06-14,11:49:57,-03,425109828,CleanChoice,"You're very welcome, Jackie! Thank you and @Energy_Leaders for the inspiring work that you do. We're excited to see @LizRamDal lead CELI forward with more great ideas and programs for young #cleanenergy professionals.  https://twitter.com/jackie_weidman/status/1007264558237356032 …",0,3,3,,#cleanenergy,https://twitter.com/CleanChoice/status/1007273945307975681,,None,"Energy_Leaders,LizRamDal"
1007273657243058176,2018-06-14,11:48:48,-03,3172351964,HemalNepal,"Why do Trumptards, Conservative jesus lovers and pubetards hate clean energy so much? 1/5 jobs is solar, now with Turds new solar panel tariff all of those jobs are on hold. I went solar 4 yrs ago got a 7k credit back, now I dont burn oil , everything at my house is solar charged",1,0,2,,,https://twitter.com/HemalNepal/status/1007273657243058176,,None,
1007273562456186883,2018-06-14,11:48:26,-03,1003657836847685633,HandsOffLondon,@WilliamShatner So when your excuses for objecting to clean nuclear energy...,0,0,0,,,https://twitter.com/HandsOffLondon/status/1007273562456186883,,None,WilliamShatner
1007273488015650817,2018-06-14,11:48:08,-03,171460315,OhIPL,"“Clean-energy businesses are in every corner of Ohio, and it’s important that investments in energy efficiency and renewable-energy programs continue to help this booming...  https://www.windpowerengineering.com/business-news-projects/new-map-details-ohios-clean-energy-economy/ …",0,0,0,,,https://twitter.com/OhIPL/status/1007273488015650817,,None,
1007273404590903298,2018-06-14,11:47:48,-03,27456639,CorinneMCH,"@EdKrassen @GerriManderink Wouldn't wish their method of death on my worst enemy...did you ever see someone die with black lung disease?  I have, and it's not pretty.  Train those folks to do clean energy jobs, better for all of us...",0,0,0,,,https://twitter.com/CorinneMCH/status/1007273404590903298,,None,"GerriManderink,EdKrassen"
1007273256255188993,2018-06-14,11:47:13,-03,710115780629651456,SuzieSolar_WK,"Gov. Wolf signs bill to help finance clean energy, efficiency projects - StateImpact Pennsylvania  https://n.pr/2HNjX79  pic.twitter.com/Lc8QjGqDV6",0,0,0,,,https://twitter.com/SuzieSolar_WK/status/1007273256255188993,,None,
1007273172108918786,2018-06-14,11:46:53,-03,3192293723,HaElShaddaiBey,"U will discern and judge by vibrations & energy,clean up yah own <Emoji: House building> 1st, So u can tell (without even trying)natural vs unnatural, righteous vs lawless, devil may be disguised, but energy wnt lie, they might deceive our eyes, but not th Most Highs living inside by laws divine.",0,0,1,,,https://twitter.com/HaElShaddaiBey/status/1007273172108918786,,None,
1007273099908165633,2018-06-14,11:46:35,-03,803664771593551872,JCKerrigan_LA,"@TomSteyer Let’s make lemonade out of lemons. For the proponents of solar energy, isn’t this an opportunity to buy solar panels made in America by American workers, instead of ones made by Chinese workers being paid slave wages? Or better yet, let’s invest in clean, reliable nuclear energy?",0,0,0,,,https://twitter.com/JCKerrigan_LA/status/1007273099908165633,,None,TomSteyer
1007273023785717760,2018-06-14,11:46:17,-03,4383142336,chamaraprasan16,People use eloncity's open technologies to make electricity virtually free so that we can electrify the world with clean energy.#Eloncity,0,0,0,,#Eloncity,https://twitter.com/chamaraprasan16/status/1007273023785717760,,None,
1007272996522713089,2018-06-14,11:46:11,-03,197523274,Adam_S_James,"The Clean Energy Leadership Institute (@Energy_Leaders) accepts 100 of the sharpest young professionals / yr. This growing network of Fellows will be on the frontlines driving solutions to climate change. To sponsor or find out more, DM me or our Executive Director @LizRamDal",0,0,2,,,https://twitter.com/Adam_S_James/status/1007272996522713089,,None,"Energy_Leaders,LizRamDal"
1007272779148877824,2018-06-14,11:45:19,-03,798338324,AngelikaHTCG,Green Nightmare: Germany’s Clean Energy Flops While Global Fossil Fuels Boom…  https://notalotofpeopleknowthat.wordpress.com/2018/06/14/green-nightmare-germanys-clean-energy-flops-while-global-fossil-fuels-boom/ … via @wordpressdotcom,0,1,0,,,https://twitter.com/AngelikaHTCG/status/1007272779148877824,,None,wordpressdotcom
1007272715206750214,2018-06-14,11:45:04,-03,22911403,PhilAmmann,Clean energy advocacy group backs Carlos Curbelo re-election bid  http://bit.ly/2t8GRR8  via @Fla_Pol #FlaPol pic.twitter.com/hFcCMjaV6d,0,1,0,,#FlaPol,https://twitter.com/PhilAmmann/status/1007272715206750214,,None,Fla_Pol
1007272708009324544,2018-06-14,11:45:02,-03,2811924896,Fla_Pol,Clean energy advocacy group backs Carlos Curbelo re-election bid  http://bit.ly/2t8GRR8  via @realRyanNicol #FlaPol pic.twitter.com/gqfYtPWyur,1,1,2,,#FlaPol,https://twitter.com/Fla_Pol/status/1007272708009324544,,None,realRyanNicol
1007272448641916928,2018-06-14,11:44:00,-03,19340854,solar_energy4U,East Coast meets West Coast style – how 2 states are advancing clean energy https://buff.ly/2y3NU3a ,0,0,0,,,https://twitter.com/solar_energy4U/status/1007272448641916928,,None,
1007272112996970496,2018-06-14,11:42:40,-03,28909859,jillchapman,"@russell_kane I think similar when I see people eating those deliciously Ella ""clean"" energy balls. More sugar than a Mars bar. I'd rather have the nougaty goodness",0,0,0,,,https://twitter.com/jillchapman/status/1007272112996970496,,None,russell_kane
1007271455774650369,2018-06-14,11:40:03,-03,2347049341,voxdotcom,That machine that sucks carbon dioxide out of the air? It won’t magically solve climate change. But it just might fill in a few important pieces of the clean energy puzzle.  https://www.vox.com/energy-and-environment/2018/6/14/17445622/direct-air-capture-air-to-fuels-carbon-dioxide-engineering?utm_campaign=vox&utm_content=chorus&utm_medium=social&utm_source=twitter …,1,8,27,,,https://twitter.com/voxdotcom/status/1007271455774650369,,None,
1007271099787350016,2018-06-14,11:38:39,-03,951892305098788864,SUNNS902,"@Tim_Bousquet According to UN Environment, preserving biodiversity  is important for “reducing hunger and poverty, improving human health,  and ensuring a sustainable supply of energy, food and clean water.” Fool’s Gold via @tim_bousquet https://www.halifaxexaminer.ca/province-house/fools-gold-4/ …",0,0,0,,,https://twitter.com/SUNNS902/status/1007271099787350016,,None,Tim_Bousquet
1007270996565360641,2018-06-14,11:38:14,-03,3172351964,HemalNepal,"@TomSteyer @4ReallyandTruly why do pubes hate clean energy , love big oil and hate the earth?",0,0,0,,,https://twitter.com/HemalNepal/status/1007270996565360641,,None,"4ReallyandTruly,TomSteyer"
1007270915384795138,2018-06-14,11:37:55,-03,57402958,SashaLyutse,"However, none of this changes the scientific or economic realities. Burning wood for electricity leads to forest destruction & increased carbon emissions. It also can't compete in the market with solar, wind, & other genuinely clean energy technologies without massive subsidies.",1,0,0,,,https://twitter.com/SashaLyutse/status/1007270915384795138,,None,
1007270408373067783,2018-06-14,11:35:54,-03,978162461831581696,AnnuurEnergies,Recorded data in the US#green #cleanenergy #motherearth #earth #solar #power #electricity #energy earth  #sun pic.twitter.com/xGJcoSNmjq,0,0,0,,"#green,#cleanenergy,#motherearth,#earth,#solar,#power,#electricity,#energy,#sun",https://twitter.com/AnnuurEnergies/status/1007270408373067783,,None,
1007270264852353024,2018-06-14,11:35:19,-03,3067683728,ioMosaic,#UtilityDive New study shows natural gas plants higher risk and higher cost compared to clean energy - could challenge gas plant investment  http://bit.ly/2sVuSXK  pic.twitter.com/K7J3kyFs7c,0,0,0,,#UtilityDive,https://twitter.com/ioMosaic/status/1007270264852353024,,None,
1007270197873594368,2018-06-14,11:35:04,-03,1169101250,SenBruceTarr,"Good Morning & Happy Flag Day.Before each Senate session, members, & others, recite the Pledge of Allegiance to the flag. We will respectfully do that this morning prior to debating bills including: S2545 Clean Energy Future & S2456 Wage Theft.  http://MaLegislaure.gov  For info",0,0,2,,,https://twitter.com/SenBruceTarr/status/1007270197873594368,,None,
1007270089333334021,2018-06-14,11:34:38,-03,85814469,psi_repair,Xcel Energy Announces Milestone Clean Energy Plans In Colorado  http://ow.ly/My6Z30kuREw  – story @NAWindpower,0,2,0,,,https://twitter.com/psi_repair/status/1007270089333334021,,None,NAWindpower
1007268683771727872,2018-06-14,11:29:03,-03,296211365,FrontBusiness,"Bloom Energy IPO: 5 things to know about the Silicon Valley clean-energy ‘unicorn’  http://www.marketwatch.com/news/story.asp?guid=%7B3879CB56-6F19-11E8-ACFE-65472840D29D%7D&siteid=rss&rss=1 … Bloom Energy Corp. has filed for an initial public offering, vying to join the likes of Dropbox and Spotify in equity markets.",0,0,0,,,https://twitter.com/FrontBusiness/status/1007268683771727872,,None,
1007268319311822848,2018-06-14,11:27:36,-03,92885820,shiftourpower,"@ForeignAffairs @Jeff_Ball Nailed it!!!  We should strive to put a price on carbon. But, at best it's a guardrail to keep us on the road to less carbon.  But, it's no substitute for the full range of obvious (and widely supported) measures we can take to use less energy and shift to clean fuels.",0,0,0,,,https://twitter.com/shiftourpower/status/1007268319311822848,,None,"Jeff_Ball,ForeignAffairs"
1007268123815415810,2018-06-14,11:26:49,-03,892882069210234880,theoldcurrency,"$BWA: ""BorgWarner opens [technical center for EV products, will be used for the research, development and testing of clean, energy-efficient propulsion technologies]...""  pic.twitter.com/yTN6o5bzU0",0,0,0,,,https://twitter.com/theoldcurrency/status/1007268123815415810,,None,
1007268037462982657,2018-06-14,11:26:28,-03,50533247,cleanergy,"EU announced #renewables target of 32% from clean energy sources by 2030. Not bad, but they can and must do better if they want to maintain their leadership position in the energy revolution.EU agrees compromise renewables target of 32%  https://renewablesnow.com/news/eu-agrees-compromise-renewables-target-of-32-616401/?utm_source=Renewables+Now_subscribers+and+newsletter&utm_campaign=254d1c3354-Renewables_Now_The_Daily_Newsletter_15_06_15_2017_&utm_medium=email&utm_term=0_990771841c-254d1c3354-259644253 …",0,0,0,,#renewables,https://twitter.com/cleanergy/status/1007268037462982657,,None,
1007267821167042561,2018-06-14,11:25:37,-03,1024854955,StateRepArconti,Great morning w/ @DanburyChamber & @CBIANews talking about CT’s clean energy future & the green economy. #greenjobs pic.twitter.com/uYK8FYDJ0Y,0,0,3,,#greenjobs,https://twitter.com/StateRepArconti/status/1007267821167042561,,None,"DanburyChamber,CBIANews"
1007267709413978114,2018-06-14,11:25:10,-03,69400458,SPIConvention,"Xcel Energy-Colorado has announced major clean energy plans, including investing billions of dollars in wind, solar and battery storage, as well as retiring one-third of its remaining coal generation in the state.  http://ow.ly/XGtr30krfut ",0,0,3,,,https://twitter.com/SPIConvention/status/1007267709413978114,,None,
1007266921333559296,2018-06-14,11:22:02,-03,822936195965579264,scribler2,"@aravosis There is no bottom for Trump and the @GOP. Fuck them. Don't give them another ounce of your energy.  Turn your anger and despair into determination and get involved electing Dems.  With our hard work, we can clean House of GOP traitors. We can fix this.",0,0,0,,,https://twitter.com/scribler2/status/1007266921333559296,,None,"aravosis,GOP"
1007266818111803398,2018-06-14,11:21:38,-03,732952384058560512,rachelgasp,"@TribLIVE @Jaytingwalker Replacing diesel buses & trucks with clean electric versions, encouraging energy efficiency projects, subsidizing citizens’ use of public transit, & supporting citizen air monitoring projects are just a few thoughts.  County needs to put out RFP to solicit more worthwhile ideas.",0,1,1,,,https://twitter.com/rachelgasp/status/1007266818111803398,,None,"Jaytingwalker,TribLIVE"
1007266608249786368,2018-06-14,11:20:48,-03,861677328245547008,robohorgan,"could contribute to the Clean Energy Act, which most people know, we're confident that the Premier’s commitment to high-value products 4/5",0,0,0,,,https://twitter.com/robohorgan/status/1007266608249786368,,None,
1007265709016035329,2018-06-14,11:17:13,-03,709190131,oliviajuicee,APS CEO: 4 reasons Tom Steyer's 'clean energy' initiative is bad for Arizona  https://azc.cc/2sMCPP1  via @azcentral,0,0,0,,,https://twitter.com/oliviajuicee/status/1007265709016035329,,None,azcentral
1007265419835604992,2018-06-14,11:16:04,-03,252254916,edvonbargen,"Yeah, well, gloat while you can. As soon as I am done with my Propellantless Propulsion System, all my (and I do mean ""all my"") Clean Energy Stuff is up next.#ThingsThatSupposedlyCantBeDone#TheSystemAnd All-AI-All-The-Time Technologies & Real End-to-End Cybersecurity to follow",0,0,0,,"#ThingsThatSupposedlyCantBeDone,#TheSystemAnd",https://twitter.com/edvonbargen/status/1007265419835604992,,None,
1007265404107067392,2018-06-14,11:16:01,-03,164751166,SentinelSolar,A new joint venture for zero-carbon aluminum smelting is a revolutionary new process that could further reduce lifecycle emissions for clean energy technologies  https://bit.ly/2KOyFxo  via @greentechmedia #PV #SustainableEnergy,0,0,0,,"#PV,#SustainableEnergy",https://twitter.com/SentinelSolar/status/1007265404107067392,,None,greentechmedia
1007264551266549762,2018-06-14,11:12:37,-03,982294921,janrosenow,Want to know where the negotiations around EU #RenewableEnergy and #EnergyEfficiency targets are right now? A video of the @AgoraEW and @RegAssistProj briefing on the current state of the Clean Energy for All Europeans package is online now (in German).  https://www.youtube.com/watch?v=g1UiIYTH-DU …,0,1,2,,"#RenewableEnergy,#EnergyEfficiency",https://twitter.com/janrosenow/status/1007264551266549762,,None,"AgoraEW,RegAssistProj"
1007264434430062593,2018-06-14,11:12:09,-03,1189363747,LZimmaro,Massachusetts’s Clean Energy Economy: What the Legislature Needs to Do Now  https://blog.ucsusa.org/john-rogers/massachusettss-clean-energy-economy#.WyJ3q1XbpBM.twitter …,0,0,0,,,https://twitter.com/LZimmaro/status/1007264434430062593,,None,
1007264394957357057,2018-06-14,11:12:00,-03,2329232550,HopeFTFuture,"European leaders, Japan and Canada back carbon pricing and “just transition” to clean energy, despite resistance from Trump.  http://www.climatechangenews.com/2018/06/10/g6-advance-climate-agenda-trumps-us-defends-fossil-fuels/ …",0,0,0,,,https://twitter.com/HopeFTFuture/status/1007264394957357057,,None,
